Mode,SIO2(WT%),TIO2(WT%),AL2O3(WT%),FEOT(WT%),CAO(WT%),MGO(WT%),MNO(WT%),K2O(WT%),NA2O(WT%),P2O5(WT%),LOI(WT%),SC(PPM),TI(PPM),V(PPM),CR(PPM),MN(PPM),CO(PPM),NI(PPM),CU(PPM),ZN(PPM),GA(PPM),RB(PPM),SR(PPM),Y(PPM),ZR(PPM),NB(PPM),CS(PPM),BA(PPM),LA(PPM),CE(PPM),PR(PPM),ND(PPM),SM(PPM),EU(PPM),GD(PPM),TB(PPM),DY(PPM),HO(PPM),ER(PPM),TM(PPM),YB(PPM),LU(PPM),HF(PPM),TA(PPM),PB(PPM),TH(PPM),U(PPM),ND143_ND14,SR87_SR86,PB206_PB20,PB207_PB20,PB208_PB20,Ba/Th,La (PM),Sm (PM),La/Sm (PM),Crustal Thickness
Flat,64.29,0.47,16.8,,5.21,2.11,0.1,1.6,4.25,0.182,0.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,40
Flat,64.29,0.57,17.16,4.2,4.9,2.31,0.09,1.3,4.55,0.17,0.26,,,66,23,,,18,,56,20,25.4,565,8.7,124,3.4,,456,9,28,,,,,,,,,,,,,,,9,,,,,,,,,663.7554585,0,,47.31999969
Flat,64.29,0.655,16.78,3.5,2.32,0.85,0.103,4.46,5.49,0.24,0.09,5,,27,0,,14,0,0,60,21,140,327,27,516,50.5,3.3,585,39.1,71.5,7.62,27,5.07,1.3,4.61,0.75,4.42,0.86,2.73,0.444,3,0.459,11.6,4.87,37,21.4,6.29,0.512769,0.704079,,,,27.3364486,56.91411936,11.41891892,4.984195068,36.16999817
Flat,64.3,0.57,16.63,4.44,5.27,2.02,0.06,1.62,4.13,0.15,-0.04,5.1,,84.1,11.3,,12.42,13.75,29.28,67.39,19.6,30.96,509.87,6.99,82.94,3.41,0.72,625.8,11.15,22.58,2.83,11.78,2.59,0.75,2.05,0.25,1.49,0.25,0.67,0.09,0.58,0.08,2.42,0.25,7.06,2.32,1.19,,,,,,269.7413793,16.22998544,5.833333333,2.782283219,50.5
Flat,64.3,0.56,17.1,,5.22,1.83,0.07,1.08,4.04,0.13,,6.5,,115,12,,,5,,,,22.2,437,7.5,73,3.2,,570,8,16.5,,9.8,2.35,0.68,2.35,,1.5,,0.6,,0.49,,,,,1.35,,0.512886,0.704165,,,,422.2222222,11.64483261,5.292792793,2.200130075,57.66999817
Flat,64.3,0.67,16.1,3.68,4.08,1.93,0.06,2.93,4.61,0.21,,6.8,,74,33.3,,9.4,13.5,17,72,,92,782.2,10,224,9,2.7,974.3,38.8,78.6,,29.2,5.5,1.3,,0.3,,,,,0.8,0.082,5.2,0.58,16,7.6,3.1,0.512466,0.705683,,,,128.1973684,56.47743814,12.38738739,4.559269551,59.47000122
Flat,64.3,,,,,,,,,,,,,,,,,,,,,57,733,,,,,,,,,,,,,,,,,,,,,,,,,,0.70466,,,,,0,0,,48.33000183
Flat,64.32,0.55,17.27,4.03,4.76,2.26,0.08,1.34,4.68,0.1,0.28,,,68,23,,,17,,62,19,25.4,565,7.8,123,3.4,,480,12,19,,,,,,,,,,,,,,,8,,,,,,,,,698.6899563,0,,47.31999969
Flat,64.35,0.57,17.35,,5.04,1.79,0.06,1.09,4.16,0.13,,6.5,,108,12,,,5,,,,21,442,7.5,80,3.6,,590,8.3,17.5,,10.2,2.6,0.73,2.3,,1.55,,0.6,,0.48,,,,,1.65,,,,,,,357.5757576,12.08151383,5.855855856,2.063150823,57.66999817
Flat,64.36,0.67,16.76,,5.14,1.76,0.06,1.05,4.19,0.15,,6.5,,120,13,,,5,,,,19.3,448,7.4,92,4.3,,550,9.1,20,,11.9,2.8,0.8,2.45,,1.6,,0.6,,0.45,,,,,1.5,,,,,,,366.6666667,13.24599709,6.306306306,2.100436681,57.66999817
Flat,64.42,0.54,16.74,3.68,4.42,1.93,,2.51,4.4,0.17,0.19,5.6,,66.1,21,427.9,11.9,11.5,26.8,51.5,20,73.1,588.4,8,116.8,6.9,,924.4,29.9,44.4,,15.9,7.8,,,,,,,,0,,0,1.4,,10.1,4.4,,,,,,91.52475248,43.52256186,17.56756757,2.477438137,50.5
Flat,64.5,0.6,16.53,4.29,4.59,2.33,0.09,2.52,4.31,0.18,,,,,28,,,22,,57,,86,461,13,161,5.3,,562,,,,,,,,,,,,,,,,,16,,,,,,,,,818.0494905,0,,53.66999817
Flat,64.53,0.54,16.96,,5.32,1.77,0.07,1.14,4.23,0.14,,7,,115,12,,,6.5,,,,22.5,452,8,69,3.4,,625,8.4,18,,10,2.5,0.75,2.3,,1.6,,0.7,,0.52,,,,,1.65,,,,,,,378.7878788,12.22707424,5.630630631,2.171528384,57.66999817
Flat,64.54,0.88,15.72,,3.02,0.96,0.12,3.22,4.93,0.28,,,,37,,,,8.8,,84,20,103,248,40.2,312,10.5,,710,,,,,,,,,,,,,,,,,,,,,,,,,,1033.478894,0,,36.84000015
Flat,64.56,0.65,16.44,,5.21,1.8,0.07,1.06,4.25,0.16,,7,,120,14,,,6,,,,19.3,458,8,91,4.5,,570,9.8,21,,12.2,2.8,0.83,2.5,,1.6,,0.6,,0.5,,,,,1.45,,,,,,,393.1034483,14.26491994,6.306306306,2.262008734,57.66999817
Flat,64.56,0.58,16.96,,4.85,1.64,0.06,1.13,4.17,0.13,,6.2,,126,15,,,5,,,,23,435,7.3,76,3.3,,620,8.3,17.8,,10.7,2.5,0.71,2.45,,1.5,,0.65,,0.44,,,,,1.55,,0.512888,0.704166,,,,400,12.08151383,5.630630631,2.145676856,57.66999817
Flat,64.57,0.88,15.64,,3.05,0.99,0.12,3.2,4.81,0.28,,15.3,,37,6.8,,5.4,10,,90,18,105,254,41,311,11,3.65,704,31.4,83.5,,44.6,8.46,1.89,,1.5,,,,,4.1,0.61,7.3,0.67,,11.04,,,,,,,63.76811594,45.70596798,19.05405405,2.398752929,36.84000015
Flat,64.59,0.51,16.83,3.67,4.4,1.96,0.08,1.38,4.56,0.31,1.25,,,45,18,,,14,,59,19,27.4,547,7.1,126,3.3,,563,9,24,,,,,,,,,,,,,,,10,,,,,,,,,819.5050946,0,,47.31999969
Flat,64.6,0.58,16.36,2.91,3.45,1.45,0.05,3.95,4.55,0.2,,5.2,,60,17,,7,12,12,72,,121,528,10,230,8,3,878,37.7,76.2,,32.6,5.24,1.04,,0.325,,,,,0.71,0.073,5,0.54,13,12.2,3.3,0.5124568,0.706368,18.683,15.617,38.742,71.96721311,54.87627365,11.8018018,4.649821661,61
Flat,64.6,0.58,16.44,4.18,4.51,2.16,0.09,2.57,4.35,0.17,,9.8,,64,24,,12,18,,56,,89,458,13,156,5.7,4.2,577,19.9,42.6,,18.5,3.35,0.88,,0.4,,,,,1.3,0.2,3.88,0.41,16,7.93,,,0.704006,,,,72.76166456,28.96652111,7.545045045,3.839144887,53.66999817
Flat,64.6,0.609,16.92,3.06,1.79,0.57,0.097,4.98,5.83,0.15,0.31,5,,16,0,,12,0,0,50,23,160,228,29.4,569,57.2,8.3,624,37.4,68.8,7.32,26.7,4.87,1.27,4.59,0.76,4.48,0.91,2.88,0.481,3.23,0.468,12.8,5.28,14,23.8,7.11,,,,,,26.21848739,54.43959243,10.96846847,4.963281117,36.16999817
Flat,64.62,0.52,16.83,,5.34,1.85,0.07,1.14,4.21,0.13,,7.2,,107,12,,,6.5,,,,23,447,8.1,65,2.9,,615,8.3,17.5,,10.3,2.25,0.74,2.4,,1.65,,0.7,,0.54,,,,,1.6,,,,,,,384.375,12.08151383,5.067567568,2.384085395,57.66999817
Flat,64.63,0.55,17.07,,5.05,1.73,0.07,1.1,4.23,0.12,,6.1,,108,12,,,5,,,,21.7,448,7.4,74,3,,585,8,17,,10.1,2.35,0.66,2.3,,1.45,,0.7,,0.4,,,,,1.8,,,,,,,325,11.64483261,5.292792793,2.200130075,57.66999817
Flat,64.64,0.53,17.15,3.77,4.54,2.01,0.08,1.35,4.58,0.17,0.79,7.8,,57,24,,10.7,16,22.9,56,19,25.9,573,7.2,124,3.3,2.16,486,12.2,25.4,3.04,12.3,2.25,0.77,1.95,0.29,1.31,0.27,0.65,,0.62,0.09,2.17,0.24,9,2.21,0.55,0.512801,0.70402,,,,219.9095023,17.75836972,5.067567568,3.504318292,47.31999969
Flat,64.64221287,0.440970134,16.73682101,4.55,5.161354981,2.28502706,0.090198437,1.042293045,4.409701343,0.130286631,0.09,11.3,,97,37,,13,17,,,,17.3,450,10.4,82,2.9,,520,7.6,16,,9,2.1,0.63,2.2,,1.7,,1,,0.98,,,,,1.2,,,,,,,433.3333333,11.06259098,4.72972973,2.338947806,50.5
Flat,64.64828137,0.439648281,16.68665068,4.62,5.115907274,2.308153477,0.0899,1.039168665,4.40647482,0.129896083,0.11,11.4,,100,39,,14,17,,,,17.3,448,10.4,62,2.9,,535,7.5,16,,9.2,2.05,0.64,2,,1.7,,1,,0.99,,,,,1.1,,,,,,,486.3636364,10.91703057,4.617117117,2.36446906,50.5
Flat,64.65,0.54,17.06,,5.28,1.74,0.06,1.06,4,0.14,,7,,110,12,,,5,,,,21.5,443,7.6,80,3.3,,635,7.9,18,,9.7,2.4,0.69,2.4,,1.5,,0.6,,0.46,,,,,1.45,,,,,,,437.9310345,11.4992722,5.405405405,2.127365357,57.66999817
Flat,64.65,0.56,16.98,,5.01,1.72,0.06,1.1,4.16,0.13,,6.2,,119,14,,,5,,,,23,441,7.2,76,3.4,,610,7.7,16.2,,9.7,2.35,0.68,2.45,,1.4,,0.6,,0.42,,,,,1.35,,,,,,,451.8518519,11.20815138,5.292792793,2.117625197,57.66999817
Flat,64.66,0.58,16.58,4.22,4.57,2.1,0.08,2.64,3.94,0.17,1.2,9.02,,89.23,36.43,,11.43,19,,,,69.84,541.17,13.02,168.84,7.92,,1068.14,22.76,41.38,,18.26,3.31,0.93,2.7,,2.22,,1.05,,1.12,,,,,8.07,,,,,,,132.3593556,33.12954876,7.454954955,4.443963641,48.99000168
Flat,64.67,0.64,17.12,,4.95,1.68,0.06,1.04,4.08,0.18,,6.2,,108,13,,,5,,,,19.4,453,7.4,70,4.4,,530,10,21.7,,12.4,2.8,0.81,2.7,,1.5,,0.6,,0.47,,,,,1.65,,,,,,,321.2121212,14.55604076,6.306306306,2.308172177,57.66999817
Flat,64.67,0.59,15.8,3.61,3.15,1.34,0.09,2.98,4.95,0.15,,11,,66,34,,,19,19,63,19,94,325,24,238,7,,576,18,47,,23,,,,,,,,,,,,,17,9,,,,,,,64,26.20087336,0,,54.33000183
Flat,64.68,0.54,16.87,,5.29,1.75,0.07,1.14,4.19,0.14,,7,,118,13,,,6.5,,,,22,453,8,67,3.3,,615,8.5,17,,10,2.55,0.76,2.25,,1.6,,0.7,,0.53,,,,,1.6,,,,,,,384.375,12.37263464,5.743243243,2.154294032,57.66999817
Flat,64.68,0.86,15.56,,3.14,1.03,0.12,3.21,4.81,0.28,,15.4,,34,7.9,,5.6,2.2,,100,19,104,254,46.3,316,9.8,3.3,710,36.5,90.9,,46.3,9.48,1.9,,1.58,,,,,4.6,0.74,7.63,0.67,,11.39,,,0.70463,,,,62.33538191,53.12954876,21.35135135,2.488345955,36.84000015
Flat,64.68,0.52,16.97,3.79,4.5,2.04,0.08,1.36,4.58,0.17,1.17,6.7,,52,31,,10.4,16,35.6,55,19,26.4,566,7.2,125,3.2,2.14,509,12.5,26.1,3.09,13,2.19,0.77,2.02,0.3,1.35,0.25,0.67,,0.63,0.1,2.18,0.25,10,2.14,0.55,,,,,,237.8504673,18.19505095,4.932432432,3.688859644,47.31999969
Flat,64.69,0.56,17.34,,4.73,1.67,0.06,1.15,4.37,0.12,,6,,102,11,,,5,,,,22.5,440,7.2,73,3.3,,575,8,16.8,,9.9,2.5,0.71,2.3,,1.45,,0.6,,0.45,,,,,1.45,,,,,,,396.5517241,11.64483261,5.630630631,2.068122271,57.66999817
Flat,64.7,0.54,17.25,,4.81,1.7,0.06,1.14,4.4,0.12,,6,,100,11,,,5,,,,22,443,7.2,73,3.1,,570,7.9,17,,9.4,2.55,0.72,2.25,,1.45,,0.6,,0.46,,,,,1.45,,,,,,,393.1034483,11.4992722,5.743243243,2.002226218,57.66999817
Flat,64.7,0.72,14.68,3.93,4.38,2.13,0.09,3.99,5.12,0.26,,7.1,,,26,,8,4,,,,,849,,,,8.5,1366,51.8,106.6,,48.1,8.46,1.5,,0.41,,,,,1.25,0.132,6.9,1.22,,22.7,9.9,,,,,,60.17621145,75.40029112,19.05405405,3.957178399,61
Flat,64.7,,,,,,,,,,,,,,,,,,,,,163,457,,,,,,,,,,,,,,,,,,,,,,,,,0.512589,0.70484,18.559,15.612,38.499,,0,0,,48.33000183
Flat,64.7,,,,,,,,,,,,,,,,,,,,,94,460,,,,,,,,,,,,,,,,,,,,,,,,,0.512552,0.7052,18.569,15.588,38.473,,0,0,,48.33000183
Flat,64.7,0.64,16.2,4.34,3.7,1.64,0.1,2.85,4.77,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,54.33000183
Flat,64.72,0.55,17.12,,4.99,1.7,0.06,1.1,4.23,0.12,,6.5,,110,11,,,5,,,,21.6,440,7.4,74,3,,575,8,17.2,,9.7,2.4,0.7,2.2,,1.45,,0.6,,0.45,,,,,1.65,,,,,,,348.4848485,11.64483261,5.405405405,2.154294032,57.66999817
Flat,64.73,0.63,15.96,3.94,3.51,1.54,0.1,2.91,4.94,0.16,,12,,74,19,,,7,25,66,18,90,340,24,231,6,,561,24,46,,21,,,,,,,,,,,,,14,10,,,,,,,56.1,34.93449782,0,,54.33000183
Flat,64.74,0.55,17.06,,4.95,1.73,0.06,1.12,4.26,0.12,,6.5,,105,11,,,5,,,,22,436,7.3,76,3.2,,570,7.8,16.8,,9.7,2.6,0.71,2.25,,1.45,,0.6,,0.46,,,,,1.5,,,,,,,380,11.35371179,5.855855856,1.938864629,57.66999817
Flat,64.75,0.55,16.96,,5.09,1.77,0.07,1.14,4.09,0.13,,6.5,,108,11,,,5,,,,22.4,428,7.5,76,3.1,,580,8.1,16.5,,9.8,2.45,0.73,2.5,,1.55,,0.6,,0.49,,,,,1.65,,,,,,,351.5151515,11.79039301,5.518018018,2.136707958,57.66999817
Flat,64.77,0.54,17.07,,4.93,1.71,0.06,1.14,4.27,0.14,,6.1,,110,12.5,,,5.5,,,,23.3,443,7.4,76,3.4,,615,8,16.6,,10.1,2.5,0.65,2.35,,1.45,,0.6,,0.46,,,,,1.4,,,,,,,439.2857143,11.64483261,5.630630631,2.068122271,57.66999817
Flat,64.77,0.53,17.12,,5.07,1.68,0.06,1.07,4.27,0.13,,6.5,,110,12,,,6,,,,21.2,444,7.3,76,3.3,,606,8.2,16.5,,10.3,2.2,0.72,2.25,,1.45,,0.5,,0.45,,,,,1.5,,,,,,,404,11.93595342,4.954954955,2.408892418,57.66999817
Flat,64.8,0.52,17.15,4.7,4.87,1.65,0.07,0.98,4.6,0.14,0.02,8.7,,113,5,,13,5,,,,15,456,9.2,66,3.2,,495,8,17.5,,10.8,2.4,0.75,2.4,,1.7,,1,,0.69,,,,,1.2,,,,,,,412.5,11.64483261,5.405405405,2.154294032,50.5
Flat,64.8,,,,,,,,,,,,,,,,,,,,,81,320,,,,,,,,,,,,,,,,,,,,,,,,,,0.70399,,,,,0,0,,7
Flat,64.8,0.84,16.06,,3.32,1.21,0.13,3.26,4.67,0.28,,14.1,,20,4.1,,5,1.2,,81,18,111,289,42.3,292,9.9,3.68,621,35.1,93.9,,46.8,8.57,1.76,,1.45,,,,,4.29,0.64,6.85,0.66,,11.52,,,,,,,53.90625,51.09170306,19.3018018,2.646991384,36.84000015
Flat,64.8,0.54,16.97,3.77,4.46,2.03,0.08,1.39,4.52,0.17,0.88,6.9,,47,16,,10.5,15,19.4,54,19,26.8,558,7.4,125,3.4,2.22,532,12.5,26.4,3.23,14.1,2.33,0.79,2.12,0.31,1.4,0.27,0.71,,0.68,0.1,2.34,0.27,10,2.21,0.57,,,,,,240.7239819,18.19505095,5.247747748,3.467211425,47.31999969
Flat,64.83,0.55,17.04,,4.96,1.69,0.06,1.1,4.21,0.13,,6.5,,114,13,,,8,,,,21.8,440,7.2,76,3.4,,620,8,17,,9.8,2.4,0.76,2.3,,1.35,,0.6,,0.48,,,,,1.65,,,,,,,375.7575758,11.64483261,5.405405405,2.154294032,57.66999817
Flat,64.84,0.67,16.1,3.56,3.37,1.71,0.05,3.45,4.19,0.22,,7.4,,71,41.1,,8.7,12.3,22,83,,102,647.5,13,256,9,2.6,1090.8,45.2,93.5,,43.1,6.6,1.4,,0.5,,,,,1.2,0.16,6.3,0.7,16,11.7,2.8,0.5123832,0.707326,,,,93.23076923,65.79330422,14.86486486,4.426095011,59.47000122
Flat,64.84,0.66,16.32,4.12,3.78,1.71,0.1,2.84,5.01,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,54.33000183
Flat,64.84915305,0.521198757,17.13942067,4.46,4.911295981,1.643780696,0.0702,1.012328355,4.750927132,0.140322742,0.03,8.7,,103,5,,12,6,,,,14.6,459,9.4,67,3.3,,500,8,16.5,,10.5,2.35,0.77,2.4,,1.7,,0.8,,0.7,,,,,1.1,,,,,,,454.5454545,11.64483261,5.292792793,2.200130075,50.5
Flat,64.89,0.336,17.76,2.65,4.1,1.01,0.083,2.47,5.26,0.19,1.45,3,,,0,,5,0,0,50,17,75,1228,21.7,152,6.5,2.7,1266,20,38,4.61,17.6,3.45,1.09,3.06,0.42,2.22,0.4,1.18,0.181,1.19,0.181,3.1,0.49,55,4.35,1.56,,,,,,291.0344828,29.11208151,7.77027027,3.746598317,36.84000015
Flat,64.9,0.55,16.94,,4.98,1.64,0.06,1.13,4.23,0.12,,6,,110,11.5,,,5,,,,23.4,445,7,74,3.1,,612,8.1,16.5,,9.7,2.2,0.69,2.2,,1.4,,0.6,,0.4,,,,,1.45,,0.512885,0.704155,,,,422.0689655,11.79039301,4.954954955,2.379515681,57.66999817
Flat,64.9,0.45,15.34,3.1,2.96,1.08,0.09,3.12,4.34,0.15,,6,,,,,,14,,,,127,314,18,186,,,511,22.8,,,,3.32,0.8,,,,,,,1.77,,5.22,0.49,,14.5,,,,,,,35.24137931,743.8136827,0,,53.66999817
Flat,64.91,0.66,16.25,4.12,3.79,1.73,0.1,2.83,4.99,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,54.33000183
Flat,64.92,0.52,17.17,3.7,4.54,1.99,0.08,1.35,4.61,0.22,0.79,,,43,18,,,16,,58,19,26.2,558,7.3,122,3.4,,547,5,27,,,,,,,,,,,,,,,10,,,,,,,,,796.2154294,0,,47.31999969
Flat,64.92462312,0.512562814,17.24623116,4.3,4.944723618,1.587939698,0.0704,1.015075377,4.773869347,0.140703518,0.25,8,,96,7,,10,6,,,,15,468,8.9,73,3,,473,8.2,17,,11.5,2.45,0.77,2.5,,1.65,,0.8,,0.69,,,,,1.15,,,,,,,411.3043478,11.93595342,5.518018018,2.163087069,50.5
Flat,64.92724536,0.401404917,17.05970898,4.15,5.117912694,2.047165078,0.0803,1.103863522,4.515805319,0.130456598,0.16,10.3,,88,33,,12.5,16,,,,19,468,10,87,2.8,,545,7.5,15,,9.5,1.95,0.63,2,,1.6,,1,,0.97,,,,,1.2,,,,,,,454.1666667,10.91703057,4.391891892,2.485723883,50.5
Flat,64.93114886,0.522665595,17.03688813,4.58,4.905015579,1.638355614,0.0704,1.005126143,4.663785305,0.14071766,0.21,8.2,,105,7,,11,6,,,,15,455,8.9,73,3.3,,500,8.2,17,,11.5,2.35,0.74,2.5,,1.7,,0.8,,0.7,,,,,1.2,,,,,,,416.6666667,11.93595342,5.292792793,2.255133327,50.5
Flat,64.93244606,0.514216576,17.09013914,4.52,4.9405122,1.663641863,0.0706,1.03851583,4.587618471,0.141157491,0.18,9.4,,125,9,,11,7,,,,17,448,9,62,3.2,,465,8,16,,11,2.4,0.75,2.3,,1.65,,0.8,,0.67,,,,,1.12,,,,,,,415.1785714,11.64483261,5.405405405,2.154294032,50.5
Flat,64.98,0.43,17.6,3.91,5.33,1.71,0.07,1.12,4.73,0.33,-0.11,10.7,,65,18,,,6,20,49,,17.8,482,8.4,94,2.8,0.32,587,6.5,13.9,1.8,7.6,1.6,0.6,1.4,0.2,1.4,0.3,0.7,0.1,0.8,0.1,1.9,0.3,6.4,1,0.5,0.512895,0.704165,18.906,15.604,38.619,587,9.461426492,3.603603604,2.625545852,50.5
Flat,65,0.45,16.2,4.68,4.7,2.42,0.07,1.7,4.2,0.13,0.48,10.6,,115,80,,15,27,,,,38.5,505,6,88,3.1,,740,10.8,22,,10.5,2.3,0.7,2.5,,1.3,,0.6,,0.64,,,,,2.8,,0.512894,0.704055,19,15.584,38.708,264.2857143,15.72052402,5.18018018,3.034744636,57.66999817
Flat,65.01,0.52,17.09,3.73,4.43,2.04,0.08,1.39,4.77,0.15,1,,,48,16,,,13,,57,19,26.9,556,7.4,123,3.5,,587,14,40,,,,,,,,,,,,,,,9,,,,,,,,,854.4395924,0,,47.31999969
Flat,65.09,0.51,16.77,3.64,4.35,1.98,0.08,1.41,4.56,0.16,1.25,7.6,,46,21,,10,14,15.4,54,19,27.5,545,7.1,122,3.4,2.27,521,12.4,25.4,3.09,12.2,2.22,0.75,1.96,0.3,1.31,0.27,0.65,,0.61,0.09,2.23,0.24,10,2.31,0.57,,,,,,225.5411255,18.04949054,5,3.609898108,47.31999969
Flat,65.11,0.54,16.92,,4.92,1.66,0.06,1.15,4.24,0.13,,6.3,,107,12,,,5,,,,23,441,7.3,76,3.3,,620,7.6,16.5,,9.8,2.25,0.69,2.3,,1.4,,0.6,,0.44,,,,,1.55,,,,,,,400,11.06259098,5.067567568,2.183017952,57.66999817
Flat,65.12,0.54,16.97,,5.1,1.74,0.06,1.1,4.14,0.13,,6,,110,12,,,5,,,,22.2,440,7.4,72,3.1,,600,7.9,16.5,,9.8,2.25,0.7,2.3,,1.45,,0.6,,0.43,,,,,1.45,,,,,,,413.7931034,11.4992722,5.067567568,2.269189714,57.66999817
Flat,65.16,0.62,17.34,3.04,1.95,0.61,0.089,4.96,5.66,0.17,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,36.16999817
Flat,65.16,0.62,17.34,3.04,1.95,0.61,0.089,4.96,5.66,0.17,0.13,4,,15,0,,7,0,0,40,23,169,261,26,565,73,7.2,599,35.9,70.4,7.85,28.8,5.7,1.31,4.8,0.8,4.6,0.9,2.9,0.47,3.4,0.57,12.8,5.2,14,25.4,7.6,,,,,,23.58267717,52.25618632,12.83783784,4.070481882,36.16999817
Flat,65.17,0.39,14.71,2.77,0.81,0.38,0.12,5.15,5.03,0.09,4.74,,,,,,,,,,,259,12.6,44.8,757,108,,33.3,65.1,129,13.3,43.9,8.24,0.29,6.46,1.15,7.27,1.47,4.65,0.8,5.89,0.96,19.7,8.88,24.3,45.1,12.4,,,,,,0.738359202,94.75982533,18.55855856,5.105990588,36.16999817
Flat,65.18,0.54,16.6,,5.01,1.74,0.07,1.1,4.24,0.12,,6,,108,12,,,5,,,,22,440,7.1,74,3.2,,600,7.9,16.5,,9.7,2.3,0.7,2.25,,1.45,,0.6,,0.44,,,,,1.5,,,,,,,400,11.4992722,5.18018018,2.219859503,57.66999817
Flat,65.2,0.54,16.51,,5,1.68,0.07,1.14,4.28,0.12,,6.3,,112,13,,,5,,,,22.3,441,7.4,72,3.3,,625,8.7,18,,10.4,2.4,0.73,2.2,,1.5,,0.6,,0.47,,,,,1.45,,,,,,,431.0344828,12.66375546,5.405405405,2.34279476,57.66999817
Flat,65.23,0.7,15.76,3.76,3.64,1.87,0.06,3.26,4.16,0.19,,6.9,,74,49.2,,9.3,17.7,21,84,,126,635.1,13,255,13,5.4,895.7,45.3,92.5,,41.1,7.2,1.3,,0.5,,,,,1,0.115,6.2,1.1,16,15.5,5.2,,,,,,57.78709677,65.93886463,16.21621622,4.066229985,59.47000122
Flat,65.27,0.6,15.83,3.59,3.08,1.31,0.09,3.03,5,0.15,,10,,62,33,,,20,16,62,19,97,316,25,243,8,,578,25,54,,25,,,,,,,,,,,,,17,10,,,,,,,57.8,36.39010189,0,,54.33000183
Flat,65.28,0.29,17.52,1.08,3.43,0.16,0.01,2.98,5.83,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,42
Flat,65.28,0.63,16.22,,5.08,1.68,0.06,1.14,4.23,0.13,,6.5,,114,13,,,5,,,,20.7,452,7.8,92,4.3,,590,10.2,21.5,,12.4,2.8,0.81,2.65,,1.55,,0.65,,0.49,,,,,1.7,,,,,,,347.0588235,14.84716157,6.306306306,2.354335621,57.66999817
Flat,65.3,,,,,,,,,,,,,,,,,,,,,102,368,,,,,,,,,,,,,,,,,,,,,,,,,,0.7056,18.695,15.613,38.618,,0,0,,48.33000183
Flat,65.3,0.65,16.02,,2.94,0.85,0.13,3,5.21,0.21,,,,12,,,,7,,93,21,87.8,284,42.5,321,10,,704,,,,,,,,,,,,,,,,,,,,,,,,,,1024.745269,0,,36.84000015
Flat,65.3,0.62,16.2,4.12,3.47,1.51,0.09,2.95,4.77,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,54.33000183
Flat,65.3,0.63,16.1,4.16,3.47,1.48,0.1,2.94,4.83,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,54.33000183
Flat,65.32,0.52,16.97,,4.83,1.65,0.06,1.16,4.22,0.12,,5.5,,102,11,,,4.5,,,,23.2,436,7,73,3.3,,610,8,16.5,,9.5,2.5,0.69,2.25,,1.3,,0.6,,0.43,,,,,1.45,,,,,,,420.6896552,11.64483261,5.630630631,2.068122271,57.66999817
Flat,65.33,0.52,16.94,,4.9,1.65,0.06,1.14,4.2,0.12,,6.1,,104,12,,,4.5,,,,23.9,438,7.1,76,3.3,,630,7.8,16.6,,9.5,2.35,0.68,2.15,,1.35,,0.6,,0.43,,,,,1.5,,,,,,,420,11.35371179,5.292792793,2.145126823,57.66999817
Flat,65.33,0.53,16.83,,4.8,1.65,0.06,1.17,4.29,0.12,,6.1,,107,14,,,4.5,,,,24.4,436,7.2,78,3.2,,645,8.7,17.6,,10.7,2.25,0.7,2.45,,1.45,,0.6,,0.45,,,,,1.6,,,,,,,403.125,12.66375546,5.067567568,2.498981077,57.66999817
Flat,65.37,0.43,17.68,3.86,5.33,1.68,0.06,1.11,4.61,0.32,-0.09,10.4,,60,19,,,6,21,46,,17.9,481,8.6,94,2.6,0.36,597,6.7,14.3,1.9,7.7,1.8,0.6,1.5,0.2,1.3,0.3,0.8,0.1,0.7,0.1,1.9,0.2,3.6,1,0.5,0.512861,0.704202,18.889,15.587,38.552,597,9.752547307,4.054054054,2.405628336,50.5
Flat,65.37,0.51,17.13,3.7,4.41,1.99,0.08,1.42,4.77,0.06,1.32,,,41,15,,,14,,56,19,27.6,557,7.1,124,3.4,,594,,38,,,,,,,,,,,,,,,9,,,,,,,,,864.628821,0,,47.31999969
Flat,65.4,0.53,16.9,,4.8,1.58,0.06,1.16,4.27,0.12,,5.9,,102,11,,,5,,,,23.9,438,6.9,74,3.1,,640,8.3,18,,10,2.3,0.69,2.3,,1.4,,0.6,,0.41,,,,,1.45,,,,,,,441.3793103,12.08151383,5.18018018,2.332257452,57.66999817
